fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,comparacio_16_09,files_excel_16_09,estats_16_09,estat,tractament,motiu,evidencia,pendent
189,SEO Ideas!A189:D189,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,255,no_aplica,no_aplica,criteri_heretat,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 255,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
190,SEO Ideas!A190:D190,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,256,no_aplica,no_aplica,criteri_heretat,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 256,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
191,SEO Ideas!A191:D191,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,257,no_aplica,no_aplica,criteri_heretat,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 257,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
192,SEO Ideas!A192:D192,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Try to acquire backlinks from the following domains: donde-estamos.es,backlinks,exacta_url_keyword_idea,258,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 258,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
193,SEO Ideas!A193:D193,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,exacta_url_keyword_idea,259,no_aplica,no_aplica,criteri_heretat,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 259,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
194,SEO Ideas!A194:D194,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,260,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
195,SEO Ideas!A195:D195,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,mateixa_keyword_idea_url_canviada,282,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 282,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
196,SEO Ideas!A196:D196,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_keyword_idea_url_canviada,283,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
197,SEO Ideas!A197:D197,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia a lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,mateixa_keyword_idea_url_canviada,263,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 263,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
198,SEO Ideas!A198:D198,0.22,https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,endodòncia a lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_keyword_idea_url_canviada,264,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
199,SEO Ideas!A199:D199,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,mateixa_keyword_idea_url_canviada,217,reassignacio_confirmada,cobertura_verificada,assignacio_correcta_contingut_revisat,"La landing efectiva descriu la clínica, la ciutat, els professionals i l’atenció dental. La intenció està coberta sense afegir un sinònim només per reproduir la keyword.",HTML renderitzat de la landing local; revisió independent 18/09/2026,Rastreig Semrush posterior; cobertura semàntica no implica retirada automàtica de l’avís.
200,SEO Ideas!A200:D200,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,218,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,Clínica dental a Lleida cobreix la intenció local a l’H1; la meta ja explicita Dentistes a Lleida.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
201,SEO Ideas!A201:D201,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,219,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,Clínica dental a Lleida cobreix la intenció local al title; la meta ja explicita Dentistes a Lleida.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
202,SEO Ideas!A202:D202,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,mateixa_keyword_idea_url_canviada,220,reassignacio_confirmada,aplicat_publicat_verificat,canvi_local_verificat,"Meta catalana de Lleida actualitzada amb Dentistes a Lleida. És l’equivalent del mateix canvi editorial de les files 92/123, no un canvi addicional. La reassignació del 16/09 es manté correcta.","data/landing-pages.js (ca-lleida); build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
203,SEO Ideas!A203:D203,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,"Try to acquire backlinks from the following domains: accio.com, latipo.cat, docfav.com, abadendentistas.com, bedentalexpert.com, gowork.com, mitjalleida.com, cursabomberslleida.com, poidata.io, nomas900.org",backlinks,mateixa_keyword_idea_url_canviada,221,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 221,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
204,SEO Ideas!A204:D204,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,dentistes a lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_keyword_idea_url_canviada,222,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
205,SEO Ideas!A205:D205,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,265,no_aplica,no_aplica,criteri_heretat,No s’afegeix millor com una superioritat clínica no acreditada al H1/title. Es conserva una descripció factual de la clínica de Lleida.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 265,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
206,SEO Ideas!A206:D206,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,266,no_aplica,no_aplica,criteri_heretat,No s’afegeix millor com una superioritat clínica no acreditada al H1/title. Es conserva una descripció factual de la clínica de Lleida.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 266,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
207,SEO Ideas!A207:D207,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,"Try to acquire backlinks from the following domains: accio.com, docfav.com, qdq.com, bedentalexpert.com, mitjalleida.com, branemarklleida.com, loottis.com, cursabomberslleida.com",backlinks,exacta_url_keyword_idea,267,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 267,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
208,SEO Ideas!A208:D208,0.09,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,268,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
209,SEO Ideas!A209:D209,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,271,no_aplica,no_aplica,criteri_heretat,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 271,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
210,SEO Ideas!A210:D210,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,272,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,"Cobertura documentada a la revisió del 16/09: El title ja associa carilles, estètica dental i Lleida; la variant exacta no és necessària.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 272,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
211,SEO Ideas!A211:D211,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,exacta_url_keyword_idea,273,no_aplica,no_aplica,criteri_heretat,"No s’amplia text només per igualar el recompte dels rivals. El contingut actual ja tracta blanquejament, comparativa composite/ceràmica, preparació, reparació, manteniment i FAQ.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 273,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
212,SEO Ideas!A212:D212,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,274,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
213,SEO Ideas!A213:D213,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,"Try to acquire backlinks from the following domains: accio.com, latipo.cat, qdq.com, bedentalexpert.com, mitjalleida.com, branemarklleida.com, loottis.com, cursabomberslleida.com, poidata.io",backlinks,exacta_url_keyword_idea,269,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 269,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
214,SEO Ideas!A214:D214,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,270,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
215,SEO Ideas!A215:D215,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,275,no_aplica,no_aplica,criteri_heretat,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 275,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
216,SEO Ideas!A216:D216,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,276,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,Cobertura documentada a la revisió del 16/09: El title ja inclou blanqueamiento dins estètica dental a Lleida; no cal repetir tots els termes de la keyword.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 276,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
217,SEO Ideas!A217:D217,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,277,aplicat_ara,cobertura_verificada,cobertura_publica_verificada,La comprovació independent de l’HTML públic confirma la cobertura semàntica del tractament i la ubicació. La keyword exacta no és una cadena contigua; es manté el text natural. Això no acredita el tancament de l’avís a Semrush.,"HTTP públic fresc 18/09/2026: 200, canonical correcte, x-vercel-cache MISS, age 0. Meta: Estética dental en Lleida y Tremp: blanqueamiento dental, carillas y composite. Valoramos dientes, encías y mordida antes de proponer cambios. Comprovació de l’agent independent comunicada per l’agent principal; contingut anterior a la tanda del 18/09.",Només resta confirmar la nova lectura de Semrush; no cal repetir el canvi de metadades per una coincidència literal.
218,SEO Ideas!A218:D218,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,"Try to acquire backlinks from the following domains: totlleida.cat, odontologiaactual.com",backlinks,exacta_url_keyword_idea,278,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 278,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
219,SEO Ideas!A219:D219,0.25,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,279,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
