fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
42,SEO Ideas!A42:D42,1.54,https://www.estudidentalcarrera.com/es/sedes.html,estudi dental tremp,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
43,SEO Ideas!A43:D43,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
44,SEO Ideas!A44:D44,1.54,https://www.estudidentalcarrera.com/es/sedes.html,clinica dental carrera,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
45,SEO Ideas!A45:D45,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
46,SEO Ideas!A46:D46,1.54,https://www.estudidentalcarrera.com/es/sedes.html,dentista tremp,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: /es/dentista-tremp.html. Taula posterior a desar: clinica dental tremp + 2 més, 3 keywords.",https://www.estudidentalcarrera.com/es/dentista-tremp.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
47,SEO Ideas!A47:D47,0.33,https://www.estudidentalcarrera.com/seus.html,dental carrera,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
48,SEO Ideas!A48:D48,0.54,https://www.estudidentalcarrera.com/es/implantes-dentales.html,implantes dentales lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/implantes-dentales.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
49,SEO Ideas!A49:D49,0.54,https://www.estudidentalcarrera.com/es/implantes-dentales.html,implantes dentales lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.",assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md,https://www.estudidentalcarrera.com/es/implantes-dentales.html,sense_canvi_proposat,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
50,SEO Ideas!A50:D50,1.13,https://www.estudidentalcarrera.com/,clinica carrera madrid,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica carrera madrid. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C50:D50; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
51,SEO Ideas!A51:D51,1.13,https://www.estudidentalcarrera.com/,clinica carrera madrid,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,no_aplica,"Keyword de competidor o d’una ubicació aliena: clinica carrera madrid. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C51:D51; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
52,SEO Ideas!A52:D52,1.13,https://www.estudidentalcarrera.com/,carrera clinica,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
53,SEO Ideas!A53:D53,1.13,https://www.estudidentalcarrera.com/,carrera clinica,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
54,SEO Ideas!A54:D54,1.13,https://www.estudidentalcarrera.com/,dentistes a lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: /clinica-dental-lleida.html. Taula posterior a desar: dentistes a lleida + 1 més, 2 keywords.",https://www.estudidentalcarrera.com/clinica-dental-lleida.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
55,SEO Ideas!A55:D55,1.13,https://www.estudidentalcarrera.com/,dentistes a lleida,The amount of time visitors are spending on this page is suspiciously low. Try to adjust all factors that may be causing users to leave too quickly.,UX_permanencia,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: /clinica-dental-lleida.html. Taula posterior a desar: dentistes a lleida + 1 més, 2 keywords.",https://www.estudidentalcarrera.com/clinica-dental-lleida.html,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
56,SEO Ideas!A56:D56,1.13,https://www.estudidentalcarrera.com/,clinica carrera lleida,This page has a high bounce rate. Try to analyze and adjust all factors that may be increasing your bounce rate.,UX_rebot,mesurament_millorat_pendent_dades,"El senyal és de la pàgina, no una mètrica independent per cada keyword. El tracking de contacte publicat a f9b50c1 separa telèfon, WhatsApp, cita i formulari amb context. No hi ha dades de període/mostra per confirmar una millora de rebot o permanència.","assets/js/main.js; assets/js/appointment.js; docs/seo-onpage-2026-09-16/tracking.md | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Revisar sessions, període, consentiment, contactes i primera visita real; no es declara resolt l’avís UX."
